col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
31304,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,PAGE,AZ,86040,COCONINO,6286452424,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
31304,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,PAGE,AZ,86040,COCONINO,6286452424,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
31305,HOPI HEALTH CARE CENTER,HIGHWAY 264 MILEPOST 388,POLACCA,AZ,86042,NAVAJO,9287376000,Immunization for pneumonia,Too few cases,Too few cases,Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure. The number of cases is too small to reliably tell how well a hospital is performing
31305,HOPI HEALTH CARE CENTER,HIGHWAY 264 MILEPOST 388,POLACCA,AZ,86042,NAVAJO,9287376000,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
31309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191 PO BOX 457,GANADO,AZ,86505,APACHE,9287554559,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
31309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191 PO BOX 457,GANADO,AZ,86505,APACHE,9287554559,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
31311,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,86047,NAVAJO,9282894691,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
31311,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,86047,NAVAJO,9282894691,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
31312,COPPER QUEEN COMMUNITY HOSPITAL,101 COLE AVENUE,BISBEE,AZ,85603,COCHISE,5204325383,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
31312,COPPER QUEEN COMMUNITY HOSPITAL,101 COLE AVENUE,BISBEE,AZ,85603,COCHISE,5204325383,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
31313,CARONDELET HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621,SANTA CRUZ,5202853000,Immunization for influenza,70,179,The hospital indicated that the data submitted for this measure were based on a sample of cases
31313,CARONDELET HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621,SANTA CRUZ,5202853000,Immunization for pneumonia,86,108,The hospital indicated that the data submitted for this measure were based on a sample of cases
31314,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,GLOBE,AZ,85501,GILA,9284253261,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
31314,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,GLOBE,AZ,85501,GILA,9284253261,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
31315,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,118 SOUTH MOUNTAIN AVENUE,SPRINGERVILLE,AZ,85938,APACHE,9283334368,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
31315,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,118 SOUTH MOUNTAIN AVENUE,SPRINGERVILLE,AZ,85938,APACHE,9283334368,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
33302,PHOENIX CHILDREN-S HOSPITAL,1919 EAST THOMAS ROAD,PHOENIX,AZ,85016,MARICOPA,6029330400,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
33302,PHOENIX CHILDREN-S HOSPITAL,1919 EAST THOMAS ROAD,PHOENIX,AZ,85016,MARICOPA,6029330400,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
40001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,BENTON,4795244141,Immunization for influenza,71,175,The hospital indicated that the data submitted for this measure were based on a sample of cases
40001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,BENTON,4795244141,Immunization for pneumonia,93,285,The hospital indicated that the data submitted for this measure were based on a sample of cases
40002,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,AR,72830,JOHNSON,4797545454,Immunization for influenza,91,137,The hospital indicated that the data submitted for this measure were based on a sample of cases
40002,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,AR,72830,JOHNSON,4797545454,Immunization for pneumonia,91,202,The hospital indicated that the data submitted for this measure were based on a sample of cases
40004,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,3215 N NORTH HILLS BLVD,FAYETTEVILLE,AR,72703,WASHINGTON,4794635113,Immunization for influenza,91,279,The hospital indicated that the data submitted for this measure were based on a sample of cases
40004,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,3215 N NORTH HILLS BLVD,FAYETTEVILLE,AR,72703,WASHINGTON,4794635113,Immunization for pneumonia,85,499,The hospital indicated that the data submitted for this measure were based on a sample of cases
40007,ST VINCENT INFIRMARY MEDICAL CENTER,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,PULASKI,5015523000,Immunization for influenza,93,309,The hospital indicated that the data submitted for this measure were based on a sample of cases
40007,ST VINCENT INFIRMARY MEDICAL CENTER,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,PULASKI,5015523000,Immunization for pneumonia,84,548,The hospital indicated that the data submitted for this measure were based on a sample of cases
40010,MERCY MEDICAL CENTER,2710 RIFE MEDICAL LANE,ROGERS,AR,72758,BENTON,4793388000,Immunization for influenza,95,266,The hospital indicated that the data submitted for this measure were based on a sample of cases
40010,MERCY MEDICAL CENTER,2710 RIFE MEDICAL LANE,ROGERS,AR,72758,BENTON,4793388000,Immunization for pneumonia,97,471,The hospital indicated that the data submitted for this measure were based on a sample of cases
40011,CHAMBERS MEMORIAL HOSPITAL,719 DETROIT STREET,DANVILLE,AR,72833,YELL,4794952241,Immunization for influenza,89,152,The hospital indicated that the data submitted for this measure were based on a sample of cases
40011,CHAMBERS MEMORIAL HOSPITAL,719 DETROIT STREET,DANVILLE,AR,72833,YELL,4794952241,Immunization for pneumonia,88,355,The hospital indicated that the data submitted for this measure were based on a sample of cases
40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,AR,72143,WHITE,5012783100,Immunization for influenza,98,288,The hospital indicated that the data submitted for this measure were based on a sample of cases
40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,AR,72143,WHITE,5012783100,Immunization for pneumonia,97,540,The hospital indicated that the data submitted for this measure were based on a sample of cases
40015,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,AR,71953,POLK,4793946100,Immunization for influenza,91,151,The hospital indicated that the data submitted for this measure were based on a sample of cases
40015,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,AR,71953,POLK,4793946100,Immunization for pneumonia,95,415,The hospital indicated that the data submitted for this measure were based on a sample of cases
40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,PULASKI,5016865000,Immunization for influenza,73,294,The hospital indicated that the data submitted for this measure were based on a sample of cases
40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,PULASKI,5016865000,Immunization for pneumonia,67,408,The hospital indicated that the data submitted for this measure were based on a sample of cases
40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601,BOONE,8704144000,Immunization for influenza,81,281,The hospital indicated that the data submitted for this measure were based on a sample of cases
40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601,BOONE,8704144000,Immunization for pneumonia,81,508,The hospital indicated that the data submitted for this measure were based on a sample of cases
40018,SUMMIT MEDICAL CENTER,EAST MAIN AND SOUTH 20TH STREET,VAN BUREN,AR,72956,CRAWFORD,4794714300,Immunization for influenza,99,166,The hospital indicated that the data submitted for this measure were based on a sample of cases
40018,SUMMIT MEDICAL CENTER,EAST MAIN AND SOUTH 20TH STREET,VAN BUREN,AR,72956,CRAWFORD,4794714300,Immunization for pneumonia,97,342,The hospital indicated that the data submitted for this measure were based on a sample of cases
40019,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,FORREST CITY,AR,72335,SAINT FRANCIS,8702610000,Immunization for influenza,59,114,The hospital indicated that the data submitted for this measure were based on a sample of cases
40019,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,FORREST CITY,AR,72335,SAINT FRANCIS,8702610000,Immunization for pneumonia,85,188,The hospital indicated that the data submitted for this measure were based on a sample of cases
40020,ST BERNARDS MEDICAL CENTER,225 E JACKSON,JONESBORO,AR,72401,CRAIGHEAD,8709724100,Immunization for influenza,87,293,The hospital indicated that the data submitted for this measure were based on a sample of cases
40020,ST BERNARDS MEDICAL CENTER,225 E JACKSON,JONESBORO,AR,72401,CRAIGHEAD,8709724100,Immunization for pneumonia,91,562,The hospital indicated that the data submitted for this measure were based on a sample of cases
40022,NW ARKANSAS HOSPITALS LLC,609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764,WASHINGTON,4797515711,Immunization for influenza,85,322,The hospital indicated that the data submitted for this measure were based on a sample of cases
40022,NW ARKANSAS HOSPITALS LLC,609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764,WASHINGTON,4797515711,Immunization for pneumonia,95,519,The hospital indicated that the data submitted for this measure were based on a sample of cases
40026,ST JOSEPHS MERCY HEALTH CENTER INC,300 WERNER STREET,HOT SPRINGS,AR,71903,GARLAND,5016221000,Immunization for influenza,88,276,The hospital indicated that the data submitted for this measure were based on a sample of cases
40026,ST JOSEPHS MERCY HEALTH CENTER INC,300 WERNER STREET,HOT SPRINGS,AR,71903,GARLAND,5016221000,Immunization for pneumonia,91,518,The hospital indicated that the data submitted for this measure were based on a sample of cases
40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,BAXTER,8705081000,Immunization for influenza,92,279,The hospital indicated that the data submitted for this measure were based on a sample of cases
40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,BAXTER,8705081000,Immunization for pneumonia,92,548,The hospital indicated that the data submitted for this measure were based on a sample of cases
40029,CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVENUE,CONWAY,AR,72034,FAULKNER,5013293831,Immunization for influenza,53,328,The hospital indicated that the data submitted for this measure were based on a sample of cases
40029,CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVENUE,CONWAY,AR,72034,FAULKNER,5013293831,Immunization for pneumonia,66,541,The hospital indicated that the data submitted for this measure were based on a sample of cases
40036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,AR,72117,PULASKI,5012023000,Immunization for influenza,88,330,The hospital indicated that the data submitted for this measure were based on a sample of cases
40036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,AR,72117,PULASKI,5012023000,Immunization for pneumonia,77,528,The hospital indicated that the data submitted for this measure were based on a sample of cases
40039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,GREENE,8702397000,Immunization for influenza,98,259,The hospital indicated that the data submitted for this measure were based on a sample of cases
40039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,GREENE,8702397000,Immunization for pneumonia,98,490,The hospital indicated that the data submitted for this measure were based on a sample of cases
40041,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,POPE,4799682841,Immunization for influenza,87,271,The hospital indicated that the data submitted for this measure were based on a sample of cases
40041,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,POPE,4799682841,Immunization for pneumonia,90,455,The hospital indicated that the data submitted for this measure were based on a sample of cases
40042,CRITTENDEN MEMORIAL HOSPITAL,200 TYLER,WEST MEMPHIS,AR,72301,CRITTENDEN,8707351500,Immunization for influenza,63,168,The hospital indicated that the data submitted for this measure were based on a sample of cases
40042,CRITTENDEN MEMORIAL HOSPITAL,200 TYLER,WEST MEMPHIS,AR,72301,CRITTENDEN,8707351500,Immunization for pneumonia,78,306,The hospital indicated that the data submitted for this measure were based on a sample of cases
40047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,RANDOLPH,8708926000,Immunization for influenza,94,147,The hospital indicated that the data submitted for this measure were based on a sample of cases
40047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,RANDOLPH,8708926000,Immunization for pneumonia,96,347,The hospital indicated that the data submitted for this measure were based on a sample of cases
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,OUACHITA,8708361000,Immunization for influenza,96,144,The hospital indicated that the data submitted for this measure were based on a sample of cases
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,OUACHITA,8708361000,Immunization for pneumonia,92,269,The hospital indicated that the data submitted for this measure were based on a sample of cases
40051,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,MONTICELLO,AR,71655,DREW,8703672411,Immunization for influenza,59,153,The hospital indicated that the data submitted for this measure were based on a sample of cases
40051,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,MONTICELLO,AR,71655,DREW,8703672411,Immunization for pneumonia,58,272,The hospital indicated that the data submitted for this measure were based on a sample of cases
40055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,FORT SMITH,AR,72901,SEBASTIAN,5014414000,Immunization for influenza,100,289,The hospital indicated that the data submitted for this measure were based on a sample of cases
40055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,FORT SMITH,AR,72901,SEBASTIAN,5014414000,Immunization for pneumonia,100,559,The hospital indicated that the data submitted for this measure were based on a sample of cases
40062,ST EDWARD MERCY MEDICAL CENTER,7301 ROGERS AVE,FORT SMITH,AR,72917,SEBASTIAN,4793146000,Immunization for influenza,93,255,The hospital indicated that the data submitted for this measure were based on a sample of cases
40062,ST EDWARD MERCY MEDICAL CENTER,7301 ROGERS AVE,FORT SMITH,AR,72917,SEBASTIAN,4793146000,Immunization for pneumonia,98,433,The hospital indicated that the data submitted for this measure were based on a sample of cases
40067,MAGNOLIA HOSPITAL,101 HOSPITAL DRIVE,MAGNOLIA,AR,71754,COLUMBIA,8702353000,Immunization for influenza,73,166,The hospital indicated that the data submitted for this measure were based on a sample of cases
40067,MAGNOLIA HOSPITAL,101 HOSPITAL DRIVE,MAGNOLIA,AR,71754,COLUMBIA,8702353000,Immunization for pneumonia,81,267,The hospital indicated that the data submitted for this measure were based on a sample of cases
40069,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,MISSISSIPPI,8708387300,Immunization for influenza,38,123,The hospital indicated that the data submitted for this measure were based on a sample of cases
40069,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,MISSISSIPPI,8708387300,Immunization for pneumonia,57,199,The hospital indicated that the data submitted for this measure were based on a sample of cases
40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,JEFFERSON,8705417100,Immunization for influenza,98,426,The hospital indicated that the data submitted for this measure were based on a sample of cases
40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,JEFFERSON,8705417100,Immunization for pneumonia,96,878,The hospital indicated that the data submitted for this measure were based on a sample of cases
40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ROAD,STUTTGART,AR,72160,ARKANSAS,8706733511,Immunization for influenza,89,151,The hospital indicated that the data submitted for this measure were based on a sample of cases
40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ROAD,STUTTGART,AR,72160,ARKANSAS,8706733511,Immunization for pneumonia,96,292,The hospital indicated that the data submitted for this measure were based on a sample of cases
40074,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,JACKSONVILLE,AR,72076,PULASKI,5019857000,Immunization for influenza,57,348,The hospital indicated that the data submitted for this measure were based on a sample of cases
40074,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,JACKSONVILLE,AR,72076,PULASKI,5019857000,Immunization for pneumonia,69,469,The hospital indicated that the data submitted for this measure were based on a sample of cases
40076,HOT SPRING COUNTY MEDICAL CENTER,1001 SCHNEIDER DRIVE,MALVERN,AR,72104,HOT SPRING,5013374911,Immunization for influenza,97,146,The hospital indicated that the data submitted for this measure were based on a sample of cases
40076,HOT SPRING COUNTY MEDICAL CENTER,1001 SCHNEIDER DRIVE,MALVERN,AR,72104,HOT SPRING,5013374911,Immunization for pneumonia,98,312,The hospital indicated that the data submitted for this measure were based on a sample of cases
40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,GARLAND,5013211000,Immunization for influenza,94,267,The hospital indicated that the data submitted for this measure were based on a sample of cases
40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,GARLAND,5013211000,Immunization for pneumonia,96,551,The hospital indicated that the data submitted for this measure were based on a sample of cases
40080,HARRIS HOSPITAL,1205 MCLAIN STREET,NEWPORT,AR,72112,JACKSON,8705238911,Immunization for influenza,94,155,The hospital indicated that the data submitted for this measure were based on a sample of cases
40080,HARRIS HOSPITAL,1205 MCLAIN STREET,NEWPORT,AR,72112,JACKSON,8705238911,Immunization for pneumonia,97,366,The hospital indicated that the data submitted for this measure were based on a sample of cases
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,SALINE,5017766000,Immunization for influenza,94,255,The hospital indicated that the data submitted for this measure were based on a sample of cases
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,SALINE,5017766000,Immunization for pneumonia,95,519,The hospital indicated that the data submitted for this measure were based on a sample of cases
40085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING DRIVE,HELENA,AR,72342,PHILLIPS,8703385800,Immunization for influenza,100,179,The hospital indicated that the data submitted for this measure were based on a sample of cases
40085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING DRIVE,HELENA,AR,72342,PHILLIPS,8703385800,Immunization for pneumonia,100,380,The hospital indicated that the data submitted for this measure were based on a sample of cases
40088,MEDICAL CENTER SOUTH ARKANSAS,700 WEST GROVE STREET,EL DORADO,AR,71731,UNION,8708632000,Immunization for influenza,99,274,The hospital indicated that the data submitted for this measure were based on a sample of cases
40088,MEDICAL CENTER SOUTH ARKANSAS,700 WEST GROVE STREET,EL DORADO,AR,71731,UNION,8708632000,Immunization for pneumonia,99,487,The hospital indicated that the data submitted for this measure were based on a sample of cases
40091,MEDICAL PARK HOSPITAL,2001 SOUTH MAIN STREET,HOPE,AR,71801,HEMPSTEAD,8707772323,Immunization for influenza,79,155,The hospital indicated that the data submitted for this measure were based on a sample of cases
40091,MEDICAL PARK HOSPITAL,2001 SOUTH MAIN STREET,HOPE,AR,71801,HEMPSTEAD,8707772323,Immunization for pneumonia,75,223,The hospital indicated that the data submitted for this measure were based on a sample of cases
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,72205,PULASKI,5012022000,Immunization for influenza,75,336,The hospital indicated that the data submitted for this measure were based on a sample of cases
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,72205,PULASKI,5012022000,Immunization for pneumonia,68,572,The hospital indicated that the data submitted for this measure were based on a sample of cases
40118,NEA BAPTIST MEMORIAL HOSPITAL,3024 STADIUM BOULEVARD,JONESBORO,AR,72401,CRAIGHEAD,8709727000,Immunization for influenza,88,292,The hospital indicated that the data submitted for this measure were based on a sample of cases
40118,NEA BAPTIST MEMORIAL HOSPITAL,3024 STADIUM BOULEVARD,JONESBORO,AR,72401,CRAIGHEAD,8709727000,Immunization for pneumonia,91,558,The hospital indicated that the data submitted for this measure were based on a sample of cases
40119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503,INDEPENDENCE,8702621200,Immunization for influenza,98,287,The hospital indicated that the data submitted for this measure were based on a sample of cases
40119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503,INDEPENDENCE,8702621200,Immunization for pneumonia,92,607,The hospital indicated that the data submitted for this measure were based on a sample of cases
40132,LEO N LEVI NATIONAL ARTHRITIS HOSPITAL,300 PROSPECT AVE,HOT SPRINGS,AR,71901,GARLAND,5016241281,Immunization for pneumonia,32,53,Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure. The hospital indicated that the data submitted for this measure were based on a sample of cases
40132,LEO N LEVI NATIONAL ARTHRITIS HOSPITAL,300 PROSPECT AVE,HOT SPRINGS,AR,71901,GARLAND,5016241281,Immunization for influenza,32,293,The hospital indicated that the data submitted for this measure were based on a sample of cases
40134,ARKANSAS HEART HOSPITAL,1701 S SHACKLEFORD ROAD,LITTLE ROCK,AR,72211,PULASKI,5012197000,Immunization for influenza,67,315,The hospital indicated that the data submitted for this measure were based on a sample of cases
40134,ARKANSAS HEART HOSPITAL,1701 S SHACKLEFORD ROAD,LITTLE ROCK,AR,72211,PULASKI,5012197000,Immunization for pneumonia,49,780,The hospital indicated that the data submitted for this measure were based on a sample of cases
40137,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,SHERWOOD,AR,72120,PULASKI,5015527100,Immunization for influenza,97,152,The hospital indicated that the data submitted for this measure were based on a sample of cases
40137,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,SHERWOOD,AR,72120,PULASKI,5015527100,Immunization for pneumonia,91,316,The hospital indicated that the data submitted for this measure were based on a sample of cases
40147,ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DRIVE,NO LITTLE ROCK,AR,72118,PULASKI,5017488000,Immunization for influenza,38,182,The hospital indicated that the data submitted for this measure were based on a sample of cases
40147,ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DRIVE,NO LITTLE ROCK,AR,72118,PULASKI,5017488000,Immunization for pneumonia,41,318,The hospital indicated that the data submitted for this measure were based on a sample of cases
40152,PHYSICIANS- SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,AR,72703,WASHINGTON,4795717002,Immunization for influenza,39,154,The hospital indicated that the data submitted for this measure were based on a sample of cases
40152,PHYSICIANS- SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,AR,72703,WASHINGTON,4795717002,Immunization for pneumonia,28,260,The hospital indicated that the data submitted for this measure were based on a sample of cases
41300,NORTH LOGAN MERCY HOSPITAL,500 EAST ACADEMY,PARIS,AR,72855,LOGAN,4799636101,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
41300,NORTH LOGAN MERCY HOSPITAL,500 EAST ACADEMY,PARIS,AR,72855,LOGAN,4799636101,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
41302,RIVER VALLEY MEDICAL CENTER,200 NORTH THIRD STREET,DARDANELLE,AR,72834,YELL,4792294677,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
41302,RIVER VALLEY MEDICAL CENTER,200 NORTH THIRD STREET,DARDANELLE,AR,72834,YELL,4792294677,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
41303,MERCY HOSPITAL TURNER MEMORIAL,801 WEST RIVER STREET,OZARK,AR,72949,FRANKLIN,4796674138,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
41303,MERCY HOSPITAL TURNER MEMORIAL,801 WEST RIVER STREET,OZARK,AR,72949,FRANKLIN,4796674138,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
41304,EUREKA SPRINGS HOSPITAL LLC,24 NORRIS STREET,EUREKA SPRINGS,AR,72632,CARROLL,4792537400,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
41304,EUREKA SPRINGS HOSPITAL LLC,24 NORRIS STREET,EUREKA SPRINGS,AR,72632,CARROLL,4792537400,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
41305,MERCY HOSPITAL SCOTT COUNTY,1341 WEST SIXTH STREET,WALDRON,AR,72958,SCOTT,4796374135,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
41305,MERCY HOSPITAL SCOTT COUNTY,1341 WEST SIXTH STREET,WALDRON,AR,72958,SCOTT,4796374135,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
41306,COMMUNITY MEDICAL CENTER IZARD COUNTY,103 GRASSE STREET,CALICO ROCK,AR,72519,IZARD,8702973726,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
41306,COMMUNITY MEDICAL CENTER IZARD COUNTY,103 GRASSE STREET,CALICO ROCK,AR,72519,IZARD,8702973726,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
41307,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,CROSS,8702383300,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
41307,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,CROSS,8702383300,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
41308,MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,MCGEHEE,AR,71654,DESHA,8702225600,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
41308,MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,MCGEHEE,AR,71654,DESHA,8702225600,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
41309,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,WALNUT RIDGE,AR,72476,LAWRENCE,8708861200,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
41309,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,WALNUT RIDGE,AR,72476,LAWRENCE,8708861200,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
41310,STONE COUNTY MEDICAL CENTER,HIGHWAY 14 EAST,MOUNTAIN VIEW,AR,72560,STONE,8702694361,Immunization for influenza,93,202,The hospital indicated that the data submitted for this measure were based on a sample of cases
41310,STONE COUNTY MEDICAL CENTER,HIGHWAY 14 EAST,MOUNTAIN VIEW,AR,72560,STONE,8702694361,Immunization for pneumonia,92,395,The hospital indicated that the data submitted for this measure were based on a sample of cases
41311,HOWARD MEMORIAL HOSPITAL,130 MEDICAL CIRCLE,NASHVILLE,AR,71852,HOWARD,8708454400,Immunization for pneumonia,95,191,Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure
