COL2(Integer),COL4(String),COL5(Integer),COL6(String)
712,N,5441,N
225,N,3015,N
629,N,5009,N
772,N,5734,N
282,N,3295,N
434,N,4056,N
662,N,5180,N
856,N,6153,N
838,N,6061,N
629,N,5009,N
712,N,5441,N
772,N,5734,N
282,N,3295,N
576,N,4766,N
225,N,3015,N
662,N,5180,N
406,N,3916,N
659,N,5165,N
434,N,4056,N
838,N,6061,N
856,N,6153,N
431,N,4040,N
712,N,5441,N
576,N,4766,N
534,N,4549,N
772,N,5734,N
282,N,3295,N
629,N,5009,N
225,N,3015,N
419,N,3975,N
662,N,5180,N
856,N,6153,N
629,N,5009,N
712,N,5441,N
838,N,6061,N
772,N,5734,N
282,N,3295,N
225,N,3015,N
576,N,4766,N
662,N,5180,N
838,N,6061,N
712,N,5441,N
282,N,3295,N
838,N,6061,N
282,N,3295,N
712,N,5441,N
712,N,5441,N
838,N,6061,N
282,N,3295,N
282,N,3295,N
712,N,5441,N
282,N,3295,N
659,N,5165,N
406,N,3916,N
629,N,5009,N
856,N,6153,N
576,N,4766,N
838,N,6061,N
534,N,4549,N
431,N,4040,N
712,N,5441,N
434,N,4056,N
419,N,3975,N
772,N,5734,N
282,N,3295,N
225,N,3015,N
662,N,5180,N
406,N,3916,N
659,N,5165,N
576,N,4766,N
856,N,6153,N
838,N,6061,N
431,N,4040,N
712,N,5441,N
534,N,4549,N
772,N,5734,N
629,N,5009,N
282,N,3295,N
225,N,3015,N
419,N,3975,N
434,N,4056,N
662,N,5180,N
406,N,3916,N
659,N,5165,N
576,N,4766,N
856,N,6153,N
838,N,6061,N
534,N,4549,N
431,N,4040,N
282,N,3295,N
629,N,5009,N
772,N,5734,N
225,N,3015,N
712,N,5441,N
419,N,3975,N
434,N,4056,N
662,N,5180,N
659,N,5165,N
406,N,3916,N
856,N,6153,N
534,N,4549,N
576,N,4766,N
431,N,4040,N
712,N,5441,N
772,N,5734,N
434,N,4056,N
838,N,6061,N
629,N,5009,N
282,N,3295,N
225,N,3015,N
419,N,3975,N
662,N,5180,N
406,N,3916,N
659,N,5165,N
856,N,6153,N
838,N,6061,N
431,N,4040,N
225,N,3015,N
534,N,4549,N
629,N,5009,N
772,N,5734,N
712,N,5441,N
282,N,3295,N
576,N,4766,N
419,N,3975,N
434,N,4056,N
662,N,5180,N
406,N,3916,N
659,N,5165,N
856,N,6153,N
712,N,5441,N
838,N,6061,N
534,N,4549,N
629,N,5009,N
431,N,4040,N
282,N,3295,N
772,N,5734,N
225,N,3015,N
434,N,4056,N
419,N,3975,N
576,N,4766,N
662,N,5180,N
406,N,3916,N
659,N,5165,N
712,N,5441,N
856,N,6153,N
838,N,6061,N
431,N,4040,N
434,N,4056,N
629,N,5009,N
534,N,4549,N
772,N,5734,N
282,N,3295,N
576,N,4766,N
225,N,3015,N
419,N,3975,N
662,N,5180,N
225,N,3015,N
583,N,4799,N
790,N,5824,N
153,N,2675,N
977,N,6756,N
416,N,3962,N
588,N,4821,N
990,N,6816,N
911,N,6427,N
414,N,3953,N
413,N,3949,N
169,N,2746,N
1014,N,6932,N
932,N,6532,N
529,N,4525,N
354,N,3656,N
980,N,6767,N
816,N,5955,N
412,N,3945,N
415,N,3957,N
151,N,2666,N
320,N,3489,N
386,N,3815,N
237,N,3076,N
179,N,2791,N
167,N,2737,N
380,N,3787,N
89,N,2379,N
227,N,3024,N
310,N,3435,N
1027,N,6999,N
612,N,4926,N
788,N,5814,N
329,N,3533,N
223,N,3005,N
11,N,2012,N
789,N,5819,N
545,N,4605,N
222,N,3000,N
117,N,2510,N
165,N,2728,N
613,N,4931,N
149,N,2658,N
729,N,5527,N
947,N,6605,N
890,N,6324,N
543,N,4595,N
328,N,3528,N
447,N,4120,N
252,N,3145,N
253,N,3150,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
225,N,3015,N
153,N,2675,N
320,N,3489,N
566,N,4711,N
151,N,2666,N
380,N,3787,N
947,N,6605,N
117,N,2510,N
790,N,5824,N
320,N,3489,N
151,N,2666,N
153,N,2675,N
612,N,4926,N
380,N,3787,N
223,N,3005,N
117,N,2510,N
253,N,3150,N
222,N,3000,N
613,N,4931,N
252,N,3145,N
153,N,2675,N
112,N,2488,N
151,N,2666,N
543,N,4595,N
790,N,5824,N
566,N,4711,N
911,N,6427,N
790,N,5824,N
566,N,4711,N
612,N,4926,N
1023,N,6975,N
612,N,4926,N
1023,N,6975,N
1023,N,6975,N
1023,N,6975,N
566,N,4711,N
1023,N,6975,N
1023,N,6975,N
1023,N,6975,N
659,O,5167,O
406,O,3918,O
856,O,6155,O
838,O,6063,O
629,O,5011,O
431,O,4042,O
434,O,4054,O
772,O,5736,O
534,O,4551,O
282,O,3293,O
576,O,4768,O
712,O,5443,O
419,O,3977,O
225,O,3017,O
287,O,3320,O
573,O,4751,O
285,O,3311,O
413,O,3951,O
740,O,5581,O
761,O,5678,O
416,O,3964,O
990,O,6818,O
414,O,3955,O
415,O,3959,O
662,O,5182,O
412,O,3947,O
583,O,4801,O
70,O,2294,O
193,O,2860,O
89,O,2381,O
185,O,2820,O
76,O,2322,O
171,O,2758,O
899,O,6369,O
133,O,2584,O
237,O,3078,O
195,O,2869,O
47,O,2186,O
56,O,2229,O
101,O,2436,O
54,O,2220,O
183,O,2810,O
129,O,2565,O
127,O,2555,O
21,O,2064,O
5,O,1984,O
131,O,2574,O
140,O,2616,O
97,O,2418,O
93,O,2399,O
135,O,2594,O
58,O,2239,O
138,O,2607,O
60,O,2248,O
142,O,2626,O
599,O,4871,O
78,O,2332,O
143,O,2631,O
49,O,2196,O
99,O,2427,O
816,O,5957,O
205,O,2918,O
29,O,2102,O
588,O,4823,O
103,O,2446,O
110,O,2480,O
64,O,2267,O
32,O,2116,O
147,O,2651,O
62,O,2258,O
421,O,3989,O
66,O,2276,O
977,O,6755,O
189,O,2841,O
91,O,2389,O
203,O,2907,O
38,O,2144,O
105,O,2455,O
42,O,2163,O
219,O,2987,O
35,O,2130,O
24,O,2079,O
191,O,2851,O
572,O,4746,O
27,O,2092,O
141,O,2621,O
1014,O,6934,O
1011,O,6920,O
107,O,2465,O
187,O,2830,O
320,O,3491,O
40,O,2153,O
529,O,4527,O
68,O,2285,O
121,O,2529,O
454,O,4156,O
18,O,2048,O
213,O,2959,O
200,O,2891,O
145,O,2642,O
109,O,2475,O
173,O,2766,O
217,O,2977,O
160,O,2710,O
563,O,4695,O
167,O,2739,O
980,O,6769,O
8,O,1999,O
181,O,2801,O
211,O,2949,O
890,O,6326,O
11,O,2014,O
386,O,3817,O
215,O,2968,O
169,O,2748,O
880,O,6273,O
175,O,2776,O
844,O,6092,O
828,O,6018,O
673,O,5237,O
789,O,5821,O
842,O,6083,O
149,O,2660,O
571,O,4738,O
564,O,4701,O
963,O,6685,O
876,O,6255,O
788,O,5816,O
1027,O,7001,O
158,O,2701,O
151,O,2668,O
380,O,3789,O
836,O,6055,O
179,O,2793,O
354,O,3658,O
164,O,2726,O
947,O,6607,O
309,O,3431,O
933,O,6538,O
227,O,3026,O
672,O,5232,O
153,O,2677,O
117,O,2512,O
495,O,4358,O
612,O,4928,O
706,O,5416,O
165,O,2730,O
119,O,2520,O
403,O,3904,O
554,O,4650,O
402,O,3898,O
310,O,3437,O
613,O,4933,O
114,O,2499,O
329,O,3535,O
515,O,4462,O
835,O,6047,O
557,O,4663,O
558,O,4667,O
553,O,4645,O
562,O,4687,O
519,O,4481,O
555,O,4655,O
511,O,4443,O
374,O,3761,O
556,O,4659,O
162,O,2718,O
197,O,2878,O
918,O,6459,O
729,O,5529,O
400,O,3888,O
328,O,3530,O
383,O,3802,O
349,O,3625,O
919,O,6464,O
406,O,3918,O
659,O,5167,O
576,O,4768,O
856,O,6155,O
838,O,6063,O
431,O,4042,O
629,O,5011,O
772,O,5736,O
282,O,3293,O
534,O,4551,O
712,O,5443,O
419,O,3977,O
225,O,3017,O
434,O,4054,O
662,O,5182,O
406,O,3918,O
659,O,5167,O
712,O,5443,O
856,O,6155,O
629,O,5011,O
838,O,6063,O
282,O,3293,O
772,O,5736,O
225,O,3017,O
434,O,4054,O
576,O,4768,O
662,O,5182,O
659,O,5167,O
406,O,3918,O
576,O,4768,O
856,O,6155,O
434,O,4054,O
838,O,6063,O
629,O,5011,O
282,O,3293,O
772,O,5736,O
712,O,5443,O
225,O,3017,O
662,O,5182,O
406,O,3918,O
659,O,5167,O
712,O,5443,O
576,O,4768,O
838,O,6063,O
856,O,6155,O
282,O,3293,O
629,O,5011,O
772,O,5736,O
225,O,3017,O
434,O,4054,O
662,O,5182,O
659,O,5167,O
406,O,3918,O
434,O,4054,O
629,O,5011,O
856,O,6155,O
838,O,6063,O
282,O,3293,O
772,O,5736,O
712,O,5443,O
225,O,3017,O
576,O,4768,O
662,O,5182,O
406,O,3918,O
629,O,5011,O
856,O,6155,O
838,O,6063,O
772,O,5736,O
434,O,4054,O
282,O,3293,O
712,O,5443,O
576,O,4768,O
225,O,3017,O
662,O,5182,O
406,O,3918,O
712,O,5443,O
856,O,6155,O
576,O,4768,O
838,O,6063,O
772,O,5736,O
282,O,3293,O
434,O,4054,O
629,O,5011,O
225,O,3017,O
662,O,5182,O
406,O,3918,O
576,O,4768,O
856,O,6155,O
712,O,5443,O
838,O,6063,O
629,O,5011,O
282,O,3293,O
772,O,5736,O
434,O,4054,O
225,O,3017,O
662,O,5182,O
576,O,4768,O
406,O,3918,O
856,O,6155,O
838,O,6063,O
629,O,5011,O
712,O,5443,O
772,O,5736,O
282,O,3293,O
225,O,3017,O
434,O,4054,O
662,O,5182,O
629,O,5011,O
856,O,6155,O
838,O,6063,O
712,O,5443,O
772,O,5736,O
282,O,3293,O
225,O,3017,O
576,O,4768,O
662,O,5182,O
406,O,3918,O
659,O,5167,O
434,O,4054,O
838,O,6063,O
712,O,5443,O
856,O,6155,O
431,O,4042,O
576,O,4768,O
772,O,5736,O
282,O,3293,O
629,O,5011,O
534,O,4551,O
225,O,3017,O
419,O,3977,O
662,O,5182,O
629,O,5011,O
712,O,5443,O
838,O,6063,O
856,O,6155,O
772,O,5736,O
282,O,3293,O
225,O,3017,O
576,O,4768,O
662,O,5182,O
838,O,6063,O
712,O,5443,O
282,O,3293,O
838,O,6063,O
282,O,3293,O
712,O,5443,O
712,O,5443,O
838,O,6063,O
282,O,3293,O
282,O,3293,O
712,O,5443,O
282,O,3293,O
406,O,3918,O
659,O,5167,O
629,O,5011,O
856,O,6155,O
838,O,6063,O
576,O,4768,O
431,O,4042,O
534,O,4551,O
282,O,3293,O
772,O,5736,O
712,O,5443,O
434,O,4054,O
419,O,3977,O
225,O,3017,O
662,O,5182,O
406,O,3918,O
659,O,5167,O
576,O,4768,O
856,O,6155,O
838,O,6063,O
431,O,4042,O
712,O,5443,O
534,O,4551,O
282,O,3293,O
629,O,5011,O
772,O,5736,O
225,O,3017,O
419,O,3977,O
434,O,4054,O
662,O,5182,O
406,O,3918,O
659,O,5167,O
576,O,4768,O
838,O,6063,O
856,O,6155,O
534,O,4551,O
431,O,4042,O
282,O,3293,O
712,O,5443,O
772,O,5736,O
629,O,5011,O
225,O,3017,O
419,O,3977,O
434,O,4054,O
662,O,5182,O
659,O,5167,O
406,O,3918,O
856,O,6155,O
534,O,4551,O
431,O,4042,O
712,O,5443,O
576,O,4768,O
838,O,6063,O
772,O,5736,O
225,O,3017,O
282,O,3293,O
434,O,4054,O
629,O,5011,O
419,O,3977,O
662,O,5182,O
406,O,3918,O
659,O,5167,O
856,O,6155,O
838,O,6063,O
431,O,4042,O
629,O,5011,O
282,O,3293,O
772,O,5736,O
534,O,4551,O
712,O,5443,O
225,O,3017,O
576,O,4768,O
419,O,3977,O
434,O,4054,O
662,O,5182,O
406,O,3918,O
659,O,5167,O
712,O,5443,O
838,O,6063,O
856,O,6155,O
534,O,4551,O
431,O,4042,O
629,O,5011,O
282,O,3293,O
772,O,5736,O
225,O,3017,O
576,O,4768,O
419,O,3977,O
434,O,4054,O
662,O,5182,O
406,O,3918,O
659,O,5167,O
712,O,5443,O
856,O,6155,O
838,O,6063,O
431,O,4042,O
434,O,4054,O
629,O,5011,O
534,O,4551,O
282,O,3293,O
772,O,5736,O
576,O,4768,O
225,O,3017,O
419,O,3977,O
662,O,5182,O
225,O,3017,O
583,O,4801,O
977,O,6755,O
990,O,6818,O
588,O,4823,O
416,O,3964,O
414,O,3955,O
89,O,2381,O
911,O,6429,O
790,O,5826,O
1014,O,6934,O
412,O,3947,O
932,O,6534,O
816,O,5957,O
413,O,3951,O
529,O,4527,O
153,O,2677,O
980,O,6769,O
415,O,3959,O
169,O,2748,O
151,O,2668,O
320,O,3491,O
167,O,2739,O
237,O,3078,O
386,O,3817,O
179,O,2793,O
380,O,3789,O
11,O,2014,O
227,O,3026,O
1027,O,7001,O
310,O,3437,O
354,O,3658,O
788,O,5816,O
223,O,3007,O
789,O,5821,O
612,O,4928,O
329,O,3535,O
222,O,3002,O
890,O,6326,O
545,O,4607,O
117,O,2512,O
729,O,5529,O
613,O,4933,O
947,O,6607,O
165,O,2730,O
543,O,4597,O
328,O,3530,O
447,O,4122,O
253,O,3152,O
252,O,3147,O
149,O,2660,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
225,O,3017,O
320,O,3491,O
566,O,4713,O
153,O,2677,O
151,O,2668,O
380,O,3789,O
947,O,6607,O
117,O,2512,O
790,O,5826,O
320,O,3491,O
151,O,2668,O
612,O,4928,O
380,O,3789,O
223,O,3007,O
117,O,2512,O
153,O,2677,O
222,O,3002,O
253,O,3152,O
613,O,4933,O
252,O,3147,O
112,O,2490,O
153,O,2677,O
151,O,2668,O
543,O,4597,O
790,O,5826,O
566,O,4713,O
911,O,6429,O
790,O,5826,O
566,O,4713,O
612,O,4928,O
1023,O,6977,O
612,O,4928,O
1023,O,6977,O
1023,O,6977,O
1023,O,6977,O
566,O,4713,O
1023,O,6977,O
1023,O,6977,O
1023,O,6977,O
659,S,5168,SD
406,S,3919,SD
856,S,6157,SD
629,S,5012,SD
434,S,4059,SD
838,S,6064,SD
431,S,4043,SD
534,S,4552,SD
282,S,3297,SD
576,S,4769,SD
772,S,5738,SD
419,S,3979,SD
712,S,5444,SD
225,S,3018,SD
573,S,4752,SD
287,S,3321,SD
740,S,5582,SD
285,S,3312,SD
416,S,3965,SD
412,S,3948,SD
415,S,3960,SD
583,S,4802,SD
414,S,3956,SD
413,S,3952,SD
977,S,6757,SD
662,S,5183,SD
990,S,6819,SD
761,S,5679,SD
27,S,2095,SD
572,S,4747,SD
454,S,4157,SD
56,S,2230,SD
1011,S,6922,SD
421,S,3990,SD
171,S,2759,SD
899,S,6370,SD
380,S,3790,SD
93,S,2400,SD
237,S,3079,SD
70,S,2295,SD
529,S,4528,SD
175,S,2777,SD
133,S,2585,SD
195,S,2870,SD
129,S,2566,SD
588,S,4824,SD
121,S,2530,SD
189,S,2842,SD
193,S,2861,SD
138,S,2608,SD
127,S,2556,SD
173,S,2767,SD
91,S,2390,SD
135,S,2595,SD
78,S,2333,SD
140,S,2617,SD
563,S,4696,SD
183,S,2811,SD
66,S,2277,SD
816,S,5958,SD
185,S,2821,SD
109,S,2476,SD
49,S,2197,SD
32,S,2117,SD
980,S,6770,SD
76,S,2323,SD
24,S,2080,SD
60,S,2249,SD
200,S,2892,SD
58,S,2240,SD
131,S,2575,SD
187,S,2831,SD
105,S,2456,SD
54,S,2221,SD
143,S,2632,SD
47,S,2187,SD
147,S,2652,SD
101,S,2437,SD
21,S,2065,SD
142,S,2627,SD
103,S,2447,SD
42,S,2164,SD
963,S,6686,SD
68,S,2286,SD
29,S,2103,SD
5,S,1985,SD
213,S,2960,SD
191,S,2852,SD
880,S,6274,SD
40,S,2154,SD
145,S,2643,SD
35,S,2131,SD
110,S,2481,SD
844,S,6093,SD
219,S,2988,SD
38,S,2145,SD
99,S,2428,SD
599,S,4872,SD
97,S,2419,SD
141,S,2622,SD
205,S,2919,SD
64,S,2268,SD
217,S,2978,SD
320,S,3492,SD
18,S,2049,SD
211,S,2950,SD
169,S,2749,SD
107,S,2466,SD
62,S,2259,SD
8,S,2000,SD
11,S,2015,SD
181,S,2802,SD
571,S,4739,SD
215,S,2969,SD
149,S,2661,SD
151,S,2669,SD
842,S,6084,SD
564,S,4702,SD
354,S,3659,SD
828,S,6019,SD
309,S,3432,SD
160,S,2711,SD
203,S,2908,SD
876,S,6256,SD
386,S,3818,SD
933,S,6539,SD
1027,S,7002,SD
158,S,2702,SD
1014,S,6935,SD
164,S,2727,SD
788,S,5817,SD
612,S,4929,SD
117,S,2513,SD
167,S,2740,SD
612,S,4929,SD
114,S,2500,SD
119,S,2521,SD
165,S,2731,SD
789,S,5822,SD
179,S,2794,SD
227,S,3027,SD
706,S,5417,SD
310,S,3438,SD
329,S,3536,SD
890,S,6327,SD
947,S,6608,SD
153,S,2678,SD
495,S,4359,SD
673,S,5238,SD
836,S,6056,SD
553,S,4646,SD
554,S,4651,SD
403,S,3905,SD
402,S,3899,SD
557,S,4664,SD
515,S,4463,SD
519,S,4482,SD
328,S,3531,SD
89,S,2382,SD
383,S,3803,SD
558,S,4668,SD
672,S,5233,SD
197,S,2879,SD
556,S,4660,SD
555,S,4656,SD
835,S,6051,SD
374,S,3762,SD
613,S,4934,SD
349,S,3626,SD
400,S,3889,SD
162,S,2719,SD
562,S,4688,SD
729,S,5530,SD
918,S,6460,SD
919,S,6465,SD
511,S,4444,SD
406,S,3919,SD
659,S,5168,SD
576,S,4769,SD
856,S,6157,SD
629,S,5012,SD
838,S,6064,SD
431,S,4043,SD
282,S,3297,SD
419,S,3979,SD
772,S,5738,SD
534,S,4552,SD
712,S,5444,SD
225,S,3018,SD
434,S,4059,SD
662,S,5183,SD
406,S,3919,SD
659,S,5168,SD
629,S,5012,SD
856,S,6157,SD
712,S,5444,SD
838,S,6064,SD
282,S,3297,SD
772,S,5738,SD
225,S,3018,SD
434,S,4059,SD
576,S,4769,SD
662,S,5183,SD
659,S,5168,SD
856,S,6157,SD
576,S,4769,SD
406,S,3919,SD
838,S,6064,SD
629,S,5012,SD
434,S,4059,SD
772,S,5738,SD
282,S,3297,SD
712,S,5444,SD
225,S,3018,SD
662,S,5183,SD
406,S,3919,SD
659,S,5168,SD
712,S,5444,SD
576,S,4769,SD
629,S,5012,SD
282,S,3297,SD
856,S,6157,SD
838,S,6064,SD
772,S,5738,SD
225,S,3018,SD
434,S,4059,SD
662,S,5183,SD
659,S,5168,SD
856,S,6157,SD
434,S,4059,SD
406,S,3919,SD
838,S,6064,SD
629,S,5012,SD
712,S,5444,SD
772,S,5738,SD
225,S,3018,SD
282,S,3297,SD
576,S,4769,SD
662,S,5183,SD
406,S,3919,SD
629,S,5012,SD
856,S,6157,SD
434,S,4059,SD
772,S,5738,SD
838,S,6064,SD
712,S,5444,SD
282,S,3297,SD
576,S,4769,SD
225,S,3018,SD
662,S,5183,SD
406,S,3919,SD
856,S,6157,SD
838,S,6064,SD
576,S,4769,SD
712,S,5444,SD
434,S,4059,SD
282,S,3297,SD
772,S,5738,SD
629,S,5012,SD
225,S,3018,SD
662,S,5183,SD
576,S,4769,SD
856,S,6157,SD
406,S,3919,SD
838,S,6064,SD
629,S,5012,SD
712,S,5444,SD
434,S,4059,SD
282,S,3297,SD
772,S,5738,SD
225,S,3018,SD
662,S,5183,SD
576,S,4769,SD
856,S,6157,SD
406,S,3919,SD
838,S,6064,SD
712,S,5444,SD
225,S,3018,SD
629,S,5012,SD
282,S,3297,SD
772,S,5738,SD
434,S,4059,SD
662,S,5183,SD
856,S,6157,SD
838,S,6064,SD
629,S,5012,SD
772,S,5738,SD
576,S,4769,SD
712,S,5444,SD
225,S,3018,SD
282,S,3297,SD
662,S,5183,SD
406,S,3919,SD
659,S,5168,SD
434,S,4059,SD
838,S,6064,SD
856,S,6157,SD
431,S,4043,SD
712,S,5444,SD
629,S,5012,SD
576,S,4769,SD
772,S,5738,SD
282,S,3297,SD
534,S,4552,SD
225,S,3018,SD
419,S,3979,SD
662,S,5183,SD
629,S,5012,SD
856,S,6157,SD
712,S,5444,SD
838,S,6064,SD
772,S,5738,SD
282,S,3297,SD
576,S,4769,SD
225,S,3018,SD
662,S,5183,SD
838,S,6064,SD
712,S,5444,SD
282,S,3297,SD
838,S,6064,SD
282,S,3297,SD
712,S,5444,SD
712,S,5444,SD
838,S,6064,SD
282,S,3297,SD
282,S,3297,SD
712,S,5444,SD
282,S,3297,SD
659,S,5168,SD
406,S,3919,SD
629,S,5012,SD
838,S,6064,SD
576,S,4769,SD
856,S,6157,SD
431,S,4043,SD
534,S,4552,SD
434,S,4059,SD
419,S,3979,SD
712,S,5444,SD
282,S,3297,SD
772,S,5738,SD
225,S,3018,SD
662,S,5183,SD
659,S,5168,SD
406,S,3919,SD
576,S,4769,SD
856,S,6157,SD
838,S,6064,SD
431,S,4043,SD
712,S,5444,SD
534,S,4552,SD
282,S,3297,SD
629,S,5012,SD
772,S,5738,SD
225,S,3018,SD
419,S,3979,SD
434,S,4059,SD
662,S,5183,SD
406,S,3919,SD
659,S,5168,SD
838,S,6064,SD
576,S,4769,SD
856,S,6157,SD
282,S,3297,SD
431,S,4043,SD
534,S,4552,SD
225,S,3018,SD
772,S,5738,SD
419,S,3979,SD
712,S,5444,SD
629,S,5012,SD
434,S,4059,SD
662,S,5183,SD
659,S,5168,SD
406,S,3919,SD
856,S,6157,SD
576,S,4769,SD
431,S,4043,SD
534,S,4552,SD
838,S,6064,SD
434,S,4059,SD
712,S,5444,SD
629,S,5012,SD
772,S,5738,SD
225,S,3018,SD
282,S,3297,SD
419,S,3979,SD
662,S,5183,SD
406,S,3919,SD
856,S,6157,SD
659,S,5168,SD
838,S,6064,SD
431,S,4043,SD
629,S,5012,SD
225,S,3018,SD
534,S,4552,SD
282,S,3297,SD
712,S,5444,SD
772,S,5738,SD
419,S,3979,SD
576,S,4769,SD
434,S,4059,SD
662,S,5183,SD
406,S,3919,SD
659,S,5168,SD
712,S,5444,SD
856,S,6157,SD
431,S,4043,SD
534,S,4552,SD
838,S,6064,SD
629,S,5012,SD
282,S,3297,SD
772,S,5738,SD
225,S,3018,SD
434,S,4059,SD
419,S,3979,SD
576,S,4769,SD
662,S,5183,SD
406,S,3919,SD
712,S,5444,SD
856,S,6157,SD
659,S,5168,SD
434,S,4059,SD
838,S,6064,SD
431,S,4043,SD
629,S,5012,SD
576,S,4769,SD
534,S,4552,SD
282,S,3297,SD
772,S,5738,SD
225,S,3018,SD
419,S,3979,SD
662,S,5183,SD
225,S,3018,SD
583,S,4802,SD
416,S,3965,SD
990,S,6819,SD
413,S,3952,SD
414,S,3956,SD
412,S,3948,SD
911,S,6430,SD
790,S,5827,SD
415,S,3960,SD
151,S,2669,SD
977,S,6757,SD
932,S,6535,SD
980,S,6770,SD
380,S,3790,SD
588,S,4824,SD
529,S,4528,SD
169,S,2749,SD
320,S,3492,SD
816,S,5958,SD
1014,S,6935,SD
237,S,3079,SD
223,S,3008,SD
222,S,3003,SD
179,S,2794,SD
167,S,2740,SD
153,S,2678,SD
89,S,2382,SD
386,S,3818,SD
354,S,3659,SD
612,S,4929,SD
310,S,3438,SD
253,S,3153,SD
1027,S,7002,SD
329,S,3536,SD
890,S,6327,SD
227,S,3027,SD
252,S,3148,SD
789,S,5822,SD
328,S,3531,SD
117,S,2513,SD
613,S,4934,SD
545,S,4608,SD
788,S,5817,SD
11,S,2015,SD
165,S,2731,SD
729,S,5530,SD
543,S,4598,SD
447,S,4123,SD
149,S,2661,SD
947,S,6608,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
225,S,3018,SD
380,S,3790,SD
153,S,2678,SD
320,S,3492,SD
566,S,4714,SD
151,S,2669,SD
117,S,2513,SD
947,S,6608,SD
790,S,5827,SD
380,S,3790,SD
320,S,3492,SD
612,S,4929,SD
612,S,4929,SD
151,S,2669,SD
223,S,3008,SD
222,S,3003,SD
153,S,2678,SD
253,S,3153,SD
117,S,2513,SD
252,S,3148,SD
613,S,4934,SD
153,S,2678,SD
151,S,2669,SD
112,S,2491,SD
543,S,4598,SD
790,S,5827,SD
566,S,4714,SD
911,S,6430,SD
790,S,5827,SD
566,S,4714,SD
612,S,4929,SD
612,S,4929,SD
566,S,4714,SD
973,C,6733,C
430,C,4037,C
973,C,6733,C
973,C,6733,CA
430,C,4037,CA
973,C,6733,CA
430,C,4037,CB
973,C,6733,CB
973,C,6733,CB
430,C,4037,CE
973,C,6733,CE
973,C,6733,CE
430,C,4037,CG
973,C,6733,CG
973,C,6733,CG
973,N,6732,N
430,N,4036,N
973,N,6732,N
430,O,4038,O
973,O,6734,O
973,O,6734,O
430,SE,4039,SE
973,SE,6735,SE
973,SE,6735,SE
913,C,6436,C1
913,C,6436,C10
913,C,6436,C11
913,C,6436,C12
913,C,6436,C13
913,C,6436,C14
913,C,6436,C2
913,C,6436,C3
913,C,6436,C4
913,C,6436,C5
913,C,6436,C6
913,C,6436,C7
913,C,6436,C8
913,C,6436,C9
913,O,6437,O1
517,C,4471,C
517,C,4471,C
517,C,4471,CA
517,C,4471,CA
517,C,4471,CB
517,C,4471,CB
517,C,4471,CD
517,C,4471,CD
517,C,4471,CG
517,C,4471,CG
517,N,4470,N
517,N,4470,N
517,O,4472,O
517,O,4472,O
517,O,4472,OE
517,O,4472,OE
807,H,5911,1H
478,H,4282,1H
840,H,6073,1H
807,H,5911,1H
478,H,4282,1H
840,H,6073,1H
478,H,4282,1H
478,H,4282,1H
478,H,4282,1H
478,H,4282,1H
478,H,4282,1H
478,H,4282,1H
478,H,4282,1H
478,H,4282,1H
478,H,4282,1H
807,H,5911,1H
478,H,4282,1H
840,H,6073,1H
478,H,4282,1H
807,H,5911,1H
478,H,4282,1H
840,H,6073,1H
807,H,5911,1H
478,H,4282,1H
840,H,6073,1H
807,H,5911,1H
478,H,4282,1H
840,H,6073,1H
807,H,5911,1H
478,H,4282,1H
840,H,6073,1H
807,H,5911,1H
478,H,4282,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
478,H,4282,1H
807,H,5911,1H
478,H,4282,1H
840,H,6073,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
807,H,5911,1H
840,H,6073,1H
840,H,6073,1H
