COL2(Integer),COL4(String),COL5(Integer),COL6(String),COL7(Integer),COL8(Integer),COL9(String)
900,H,6374,1H,1,269357,ALA
780,H,5778,1H,1,231911,ALA
304,H,3408,1H,1,113944,ALA
291,H,3339,1H,1,111208,ALA
900,H,6374,1H,1,269357,ALA
721,H,5489,1H,1,220331,ALA
743,H,5597,1H,1,223601,ALA
720,H,5484,1H,1,220238,ALA
722,H,5494,1H,1,220403,ALA
690,H,5328,1H,1,213259,ALA
399,H,3884,1H,1,139276,ALA
780,H,5778,1H,1,231911,ALA
304,H,3408,1H,1,113944,ALA
291,H,3339,1H,1,111208,ALA
720,H,5484,1H,1,220238,ALA
721,H,5489,1H,1,220331,ALA
399,H,3884,1H,1,139276,ALA
690,H,5328,1H,1,213259,ALA
743,H,5597,1H,1,223601,ALA
722,H,5494,1H,1,220403,ALA
900,H,6374,1H,1,269357,ALA
780,H,5778,1H,1,231911,ALA
304,H,3408,1H,1,113944,ALA
291,H,3339,1H,1,111208,ALA
721,H,5489,1H,1,220331,ALA
720,H,5484,1H,1,220238,ALA
690,H,5328,1H,1,213259,ALA
722,H,5494,1H,1,220403,ALA
743,H,5597,1H,1,223601,ALA
900,H,6374,1H,1,269357,ALA
780,H,5778,1H,1,231911,ALA
399,H,3884,1H,1,139276,ALA
304,H,3408,1H,1,113944,ALA
721,H,5489,1H,1,220331,ALA
780,H,5778,1H,1,231911,ALA
720,H,5484,1H,1,220238,ALA
900,H,6374,1H,1,269357,ALA
291,H,3339,1H,1,111208,ALA
722,H,5494,1H,1,220403,ALA
743,H,5597,1H,1,223601,ALA
690,H,5328,1H,1,213259,ALA
399,H,3884,1H,1,139276,ALA
304,H,3408,1H,1,113944,ALA
291,H,3339,1H,1,111208,ALA
721,H,5489,1H,1,220331,ALA
722,H,5494,1H,1,220403,ALA
399,H,3884,1H,1,139276,ALA
690,H,5328,1H,1,213259,ALA
743,H,5597,1H,1,223601,ALA
780,H,5778,1H,1,231911,ALA
304,H,3408,1H,1,113944,ALA
721,H,5489,1H,1,220331,ALA
291,H,3339,1H,1,111208,ALA
722,H,5494,1H,1,220403,ALA
690,H,5328,1H,1,213259,ALA
743,H,5597,1H,1,223601,ALA
399,H,3884,1H,1,139276,ALA
780,H,5778,1H,1,231911,ALA
304,H,3408,1H,1,113944,ALA
291,H,3339,1H,1,111208,ALA
722,H,5494,1H,1,220403,ALA
743,H,5597,1H,1,223601,ALA
399,H,3884,1H,1,139276,ALA
690,H,5328,1H,1,213259,ALA
721,H,5489,1H,1,220331,ALA
780,H,5778,1H,1,231911,ALA
304,H,3408,1H,1,113944,ALA
780,H,5778,1H,1,231911,ALA
722,H,5494,1H,1,220403,ALA
721,H,5489,1H,1,220331,ALA
291,H,3339,1H,1,111208,ALA
743,H,5597,1H,1,223601,ALA
399,H,3884,1H,1,139276,ALA
690,H,5328,1H,1,213259,ALA
304,H,3408,1H,1,113944,ALA
925,H,6493,1H,1,275276,ALA
291,H,3339,1H,1,111208,ALA
720,H,5484,1H,1,220238,ALA
743,H,5597,1H,1,223601,ALA
722,H,5494,1H,1,220403,ALA
690,H,5328,1H,1,213259,ALA
721,H,5489,1H,1,220331,ALA
399,H,3884,1H,1,139276,ALA
900,H,6374,1H,1,269357,ALA
780,H,5778,1H,1,231911,ALA
304,H,3408,1H,1,113944,ALA
743,H,5597,1H,1,223601,ALA
722,H,5494,1H,1,220403,ALA
291,H,3339,1H,1,111208,ALA
721,H,5489,1H,1,220331,ALA
690,H,5328,1H,1,213259,ALA
399,H,3884,1H,1,139276,ALA
304,H,3408,1H,1,113944,ALA
925,H,6493,1H,1,275276,ALA
722,H,5494,1H,1,220403,ALA
720,H,5484,1H,1,220238,ALA
291,H,3339,1H,1,111208,ALA
399,H,3884,1H,1,139276,ALA
721,H,5489,1H,1,220331,ALA
743,H,5597,1H,1,223601,ALA
690,H,5328,1H,1,213259,ALA
900,H,6374,1H,1,269357,ALA
780,H,5778,1H,1,231911,ALA
304,H,3408,1H,1,113944,ALA
925,H,6493,1H,1,275276,ALA
291,H,3339,1H,1,111208,ALA
721,H,5489,1H,1,220331,ALA
722,H,5494,1H,1,220403,ALA
720,H,5484,1H,1,220238,ALA
399,H,3884,1H,1,139276,ALA
743,H,5597,1H,1,223601,ALA
690,H,5328,1H,1,213259,ALA
900,H,6374,1H,1,269357,ALA
780,H,5778,1H,1,231911,ALA
304,H,3408,1H,1,113944,ALA
925,H,6493,1H,1,275276,ALA
291,H,3339,1H,1,111208,ALA
900,H,6374,1H,1,269357,ALA
720,H,5484,1H,1,220238,ALA
721,H,5489,1H,1,220331,ALA
722,H,5494,1H,1,220403,ALA
399,H,3884,1H,1,139276,ALA
690,H,5328,1H,1,213259,ALA
743,H,5597,1H,1,223601,ALA
780,H,5778,1H,1,231911,ALA
304,H,3408,1H,1,113944,ALA
291,H,3339,1H,1,111208,ALA
720,H,5484,1H,1,220238,ALA
722,H,5494,1H,1,220403,ALA
721,H,5489,1H,1,220331,ALA
399,H,3884,1H,1,139276,ALA
690,H,5328,1H,1,213259,ALA
900,H,6374,1H,1,269357,ALA
780,H,5778,1H,1,231911,ALA
743,H,5597,1H,1,223601,ALA
304,H,3408,1H,1,113944,ALA
291,H,3339,1H,1,111208,ALA
720,H,5484,1H,1,220238,ALA
722,H,5494,1H,1,220403,ALA
743,H,5597,1H,1,223601,ALA
721,H,5489,1H,1,220331,ALA
690,H,5328,1H,1,213259,ALA
399,H,3884,1H,1,139276,ALA
900,H,6374,1H,1,269357,ALA
780,H,5778,1H,1,231911,ALA
304,H,3408,1H,1,113944,ALA
291,H,3339,1H,1,111208,ALA
720,H,5484,1H,1,220238,ALA
721,H,5489,1H,1,220331,ALA
743,H,5597,1H,1,223601,ALA
399,H,3884,1H,1,139276,ALA
722,H,5494,1H,1,220403,ALA
780,H,5778,1H,1,231911,ALA
690,H,5328,1H,1,213259,ALA
900,H,6374,1H,1,269357,ALA
304,H,3408,1H,1,113944,ALA
291,H,3339,1H,1,111208,ALA
720,H,5484,1H,1,220238,ALA
722,H,5494,1H,1,220403,ALA
721,H,5489,1H,1,220331,ALA
690,H,5328,1H,1,213259,ALA
743,H,5597,1H,1,223601,ALA
900,H,6374,1H,1,269357,ALA
399,H,3884,1H,1,139276,ALA
780,H,5778,1H,1,231911,ALA
304,H,3408,1H,1,113944,ALA
369,H,3736,1H,1,130501,ALA
367,H,3724,1H,1,130243,ALA
368,H,3730,1H,1,130372,ALA
369,H,3736,1H,1,130501,ALA
369,H,3736,1H,1,130501,ALA
773,H,5742,HB1,1,230014,ALA
925,H,6493,HB1,1,275276,ALA
721,H,5489,HB1,1,220331,ALA
291,H,3339,HB1,1,111208,ALA
722,H,5494,HB1,1,220403,ALA
720,H,5484,HB1,1,220238,ALA
743,H,5597,HB1,1,223601,ALA
900,H,6374,HB1,1,269357,ALA
399,H,3884,HB1,1,139276,ALA
884,H,6295,HB1,2,264586,ALA
690,H,5328,HB1,1,213259,ALA
780,H,5778,HB1,1,231911,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
290,H,3334,HB1,1,111019,ALA
720,H,5484,HB1,1,220238,ALA
291,H,3339,HB1,1,111208,ALA
722,H,5494,HB1,1,220403,ALA
399,H,3884,HB1,1,139276,ALA
721,H,5489,HB1,1,220331,ALA
743,H,5597,HB1,1,223601,ALA
780,H,5778,HB1,1,231911,ALA
900,H,6374,HB1,1,269357,ALA
884,H,6295,HB1,2,264586,ALA
690,H,5328,HB1,1,213259,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
291,H,3339,HB1,1,111208,ALA
720,H,5484,HB1,1,220238,ALA
721,H,5489,HB1,1,220331,ALA
743,H,5597,HB1,1,223601,ALA
722,H,5494,HB1,1,220403,ALA
399,H,3884,HB1,1,139276,ALA
900,H,6374,HB1,1,269357,ALA
690,H,5328,HB1,1,213259,ALA
884,H,6295,HB1,2,264586,ALA
780,H,5778,HB1,1,231911,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
900,H,6374,HB1,1,269357,ALA
721,H,5489,HB1,1,220331,ALA
291,H,3339,HB1,1,111208,ALA
720,H,5484,HB1,1,220238,ALA
722,H,5494,HB1,1,220403,ALA
743,H,5597,HB1,1,223601,ALA
884,H,6295,HB1,2,264586,ALA
399,H,3884,HB1,1,139276,ALA
690,H,5328,HB1,1,213259,ALA
780,H,5778,HB1,1,231911,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
291,H,3339,HB1,1,111208,ALA
721,H,5489,HB1,1,220331,ALA
743,H,5597,HB1,1,223601,ALA
720,H,5484,HB1,1,220238,ALA
884,H,6295,HB1,2,264586,ALA
722,H,5494,HB1,1,220403,ALA
399,H,3884,HB1,1,139276,ALA
900,H,6374,HB1,1,269357,ALA
690,H,5328,HB1,1,213259,ALA
780,H,5778,HB1,1,231911,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
884,H,6295,HB1,2,264586,ALA
721,H,5489,HB1,1,220331,ALA
291,H,3339,HB1,1,111208,ALA
720,H,5484,HB1,1,220238,ALA
722,H,5494,HB1,1,220403,ALA
743,H,5597,HB1,1,223601,ALA
900,H,6374,HB1,1,269357,ALA
399,H,3884,HB1,1,139276,ALA
690,H,5328,HB1,1,213259,ALA
780,H,5778,HB1,1,231911,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
780,H,5778,HB1,1,231911,ALA
720,H,5484,HB1,1,220238,ALA
721,H,5489,HB1,1,220331,ALA
722,H,5494,HB1,1,220403,ALA
743,H,5597,HB1,1,223601,ALA
900,H,6374,HB1,1,269357,ALA
291,H,3339,HB1,1,111208,ALA
399,H,3884,HB1,1,139276,ALA
690,H,5328,HB1,1,213259,ALA
884,H,6295,HB1,2,264586,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
884,H,6295,HB1,2,264586,ALA
721,H,5489,HB1,1,220331,ALA
291,H,3339,HB1,1,111208,ALA
722,H,5494,HB1,1,220403,ALA
399,H,3884,HB1,1,139276,ALA
743,H,5597,HB1,1,223601,ALA
780,H,5778,HB1,1,231911,ALA
690,H,5328,HB1,1,213259,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
721,H,5489,HB1,1,220331,ALA
722,H,5494,HB1,1,220403,ALA
884,H,6295,HB1,2,264586,ALA
743,H,5597,HB1,1,223601,ALA
399,H,3884,HB1,1,139276,ALA
291,H,3339,HB1,1,111208,ALA
690,H,5328,HB1,1,213259,ALA
780,H,5778,HB1,1,231911,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
291,H,3339,HB1,1,111208,ALA
884,H,6295,HB1,2,264586,ALA
722,H,5494,HB1,1,220403,ALA
743,H,5597,HB1,1,223601,ALA
721,H,5489,HB1,1,220331,ALA
780,H,5778,HB1,1,231911,ALA
399,H,3884,HB1,1,139276,ALA
690,H,5328,HB1,1,213259,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
780,H,5778,HB1,1,231911,ALA
721,H,5489,HB1,1,220331,ALA
722,H,5494,HB1,1,220403,ALA
743,H,5597,HB1,1,223601,ALA
291,H,3339,HB1,1,111208,ALA
399,H,3884,HB1,1,139276,ALA
690,H,5328,HB1,1,213259,ALA
884,H,6295,HB1,2,264586,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
925,H,6493,HB1,1,275276,ALA
884,H,6295,HB1,2,264586,ALA
291,H,3339,HB1,1,111208,ALA
722,H,5494,HB1,1,220403,ALA
721,H,5489,HB1,1,220331,ALA
720,H,5484,HB1,1,220238,ALA
743,H,5597,HB1,1,223601,ALA
900,H,6374,HB1,1,269357,ALA
399,H,3884,HB1,1,139276,ALA
690,H,5328,HB1,1,213259,ALA
780,H,5778,HB1,1,231911,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
884,H,6295,HB1,2,264586,ALA
722,H,5494,HB1,1,220403,ALA
721,H,5489,HB1,1,220331,ALA
743,H,5597,HB1,1,223601,ALA
399,H,3884,HB1,1,139276,ALA
291,H,3339,HB1,1,111208,ALA
690,H,5328,HB1,1,213259,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
884,H,6295,HB1,2,264586,ALA
726,H,5515,HB1,1,220763,ALA
884,H,6295,HB1,2,264586,ALA
726,H,5515,HB1,1,220763,ALA
884,H,6295,HB1,2,264586,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
925,H,6493,HB1,1,275276,ALA
722,H,5494,HB1,1,220403,ALA
721,H,5489,HB1,1,220331,ALA
291,H,3339,HB1,1,111208,ALA
900,H,6374,HB1,1,269357,ALA
399,H,3884,HB1,1,139276,ALA
720,H,5484,HB1,1,220238,ALA
884,H,6295,HB1,2,264586,ALA
743,H,5597,HB1,1,223601,ALA
690,H,5328,HB1,1,213259,ALA
780,H,5778,HB1,1,231911,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
925,H,6493,HB1,1,275276,ALA
721,H,5489,HB1,1,220331,ALA
884,H,6295,HB1,2,264586,ALA
291,H,3339,HB1,1,111208,ALA
720,H,5484,HB1,1,220238,ALA
722,H,5494,HB1,1,220403,ALA
743,H,5597,HB1,1,223601,ALA
399,H,3884,HB1,1,139276,ALA
900,H,6374,HB1,1,269357,ALA
690,H,5328,HB1,1,213259,ALA
780,H,5778,HB1,1,231911,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
726,H,5515,HB1,1,220763,ALA
925,H,6493,HB1,1,275276,ALA
721,H,5489,HB1,1,220331,ALA
722,H,5494,HB1,1,220403,ALA
900,H,6374,HB1,1,269357,ALA
884,H,6295,HB1,2,264586,ALA
743,H,5597,HB1,1,223601,ALA
291,H,3339,HB1,1,111208,ALA
720,H,5484,HB1,1,220238,ALA
399,H,3884,HB1,1,139276,ALA
780,H,5778,HB1,1,231911,ALA
690,H,5328,HB1,1,213259,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
884,H,6295,HB1,2,264586,ALA
721,H,5489,HB1,1,220331,ALA
720,H,5484,HB1,1,220238,ALA
722,H,5494,HB1,1,220403,ALA
743,H,5597,HB1,1,223601,ALA
780,H,5778,HB1,1,231911,ALA
291,H,3339,HB1,1,111208,ALA
900,H,6374,HB1,1,269357,ALA
399,H,3884,HB1,1,139276,ALA
690,H,5328,HB1,1,213259,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
291,H,3339,HB1,1,111208,ALA
721,H,5489,HB1,1,220331,ALA
722,H,5494,HB1,1,220403,ALA
743,H,5597,HB1,1,223601,ALA
720,H,5484,HB1,1,220238,ALA
399,H,3884,HB1,1,139276,ALA
884,H,6295,HB1,2,264586,ALA
900,H,6374,HB1,1,269357,ALA
690,H,5328,HB1,1,213259,ALA
780,H,5778,HB1,1,231911,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
884,H,6295,HB1,2,264586,ALA
291,H,3339,HB1,1,111208,ALA
721,H,5489,HB1,1,220331,ALA
722,H,5494,HB1,1,220403,ALA
720,H,5484,HB1,1,220238,ALA
743,H,5597,HB1,1,223601,ALA
780,H,5778,HB1,1,231911,ALA
399,H,3884,HB1,1,139276,ALA
690,H,5328,HB1,1,213259,ALA
900,H,6374,HB1,1,269357,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
291,H,3339,HB1,1,111208,ALA
721,H,5489,HB1,1,220331,ALA
743,H,5597,HB1,1,223601,ALA
722,H,5494,HB1,1,220403,ALA
720,H,5484,HB1,1,220238,ALA
399,H,3884,HB1,1,139276,ALA
900,H,6374,HB1,1,269357,ALA
884,H,6295,HB1,2,264586,ALA
690,H,5328,HB1,1,213259,ALA
780,H,5778,HB1,1,231911,ALA
304,H,3408,HB1,1,113944,ALA
726,H,5515,HB1,1,220763,ALA
834,H,6045,2H,1,250826,ALA
773,H,5742,2H,1,230014,ALA
925,H,6493,2H,1,275276,ALA
829,H,6023,2H,1,249408,ALA
291,H,3339,2H,1,111208,ALA
721,H,5489,2H,1,220331,ALA
369,H,3736,2H,1,130501,ALA
722,H,5494,2H,1,220403,ALA
743,H,5597,2H,1,223601,ALA
720,H,5484,2H,1,220238,ALA
900,H,6374,2H,1,269357,ALA
399,H,3884,2H,1,139276,ALA
367,H,3724,2H,1,130243,ALA
780,H,5778,2H,1,231911,ALA
690,H,5328,2H,1,213259,ALA
304,H,3408,2H,1,113944,ALA
290,H,3334,2H,1,111019,ALA
368,H,3730,2H,1,130372,ALA
720,H,5484,2H,1,220238,ALA
721,H,5489,2H,1,220331,ALA
722,H,5494,2H,1,220403,ALA
780,H,5778,2H,1,231911,ALA
291,H,3339,2H,1,111208,ALA
399,H,3884,2H,1,139276,ALA
743,H,5597,2H,1,223601,ALA
900,H,6374,2H,1,269357,ALA
690,H,5328,2H,1,213259,ALA
304,H,3408,2H,1,113944,ALA
291,H,3339,2H,1,111208,ALA
721,H,5489,2H,1,220331,ALA
720,H,5484,2H,1,220238,ALA
722,H,5494,2H,1,220403,ALA
743,H,5597,2H,1,223601,ALA
690,H,5328,2H,1,213259,ALA
399,H,3884,2H,1,139276,ALA
900,H,6374,2H,1,269357,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
900,H,6374,2H,1,269357,ALA
721,H,5489,2H,1,220331,ALA
722,H,5494,2H,1,220403,ALA
291,H,3339,2H,1,111208,ALA
743,H,5597,2H,1,223601,ALA
720,H,5484,2H,1,220238,ALA
690,H,5328,2H,1,213259,ALA
399,H,3884,2H,1,139276,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
291,H,3339,2H,1,111208,ALA
721,H,5489,2H,1,220331,ALA
720,H,5484,2H,1,220238,ALA
722,H,5494,2H,1,220403,ALA
399,H,3884,2H,1,139276,ALA
690,H,5328,2H,1,213259,ALA
900,H,6374,2H,1,269357,ALA
743,H,5597,2H,1,223601,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
291,H,3339,2H,1,111208,ALA
721,H,5489,2H,1,220331,ALA
722,H,5494,2H,1,220403,ALA
720,H,5484,2H,1,220238,ALA
743,H,5597,2H,1,223601,ALA
690,H,5328,2H,1,213259,ALA
900,H,6374,2H,1,269357,ALA
780,H,5778,2H,1,231911,ALA
399,H,3884,2H,1,139276,ALA
304,H,3408,2H,1,113944,ALA
721,H,5489,2H,1,220331,ALA
780,H,5778,2H,1,231911,ALA
722,H,5494,2H,1,220403,ALA
720,H,5484,2H,1,220238,ALA
291,H,3339,2H,1,111208,ALA
900,H,6374,2H,1,269357,ALA
399,H,3884,2H,1,139276,ALA
743,H,5597,2H,1,223601,ALA
690,H,5328,2H,1,213259,ALA
304,H,3408,2H,1,113944,ALA
291,H,3339,2H,1,111208,ALA
721,H,5489,2H,1,220331,ALA
722,H,5494,2H,1,220403,ALA
399,H,3884,2H,1,139276,ALA
690,H,5328,2H,1,213259,ALA
743,H,5597,2H,1,223601,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
721,H,5489,2H,1,220331,ALA
722,H,5494,2H,1,220403,ALA
743,H,5597,2H,1,223601,ALA
291,H,3339,2H,1,111208,ALA
690,H,5328,2H,1,213259,ALA
399,H,3884,2H,1,139276,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
291,H,3339,2H,1,111208,ALA
722,H,5494,2H,1,220403,ALA
743,H,5597,2H,1,223601,ALA
399,H,3884,2H,1,139276,ALA
721,H,5489,2H,1,220331,ALA
690,H,5328,2H,1,213259,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
780,H,5778,2H,1,231911,ALA
721,H,5489,2H,1,220331,ALA
722,H,5494,2H,1,220403,ALA
291,H,3339,2H,1,111208,ALA
743,H,5597,2H,1,223601,ALA
399,H,3884,2H,1,139276,ALA
690,H,5328,2H,1,213259,ALA
304,H,3408,2H,1,113944,ALA
925,H,6493,2H,1,275276,ALA
291,H,3339,2H,1,111208,ALA
720,H,5484,2H,1,220238,ALA
722,H,5494,2H,1,220403,ALA
721,H,5489,2H,1,220331,ALA
743,H,5597,2H,1,223601,ALA
399,H,3884,2H,1,139276,ALA
690,H,5328,2H,1,213259,ALA
900,H,6374,2H,1,269357,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
722,H,5494,2H,1,220403,ALA
721,H,5489,2H,1,220331,ALA
743,H,5597,2H,1,223601,ALA
399,H,3884,2H,1,139276,ALA
291,H,3339,2H,1,111208,ALA
690,H,5328,2H,1,213259,ALA
304,H,3408,2H,1,113944,ALA
925,H,6493,2H,1,275276,ALA
722,H,5494,2H,1,220403,ALA
720,H,5484,2H,1,220238,ALA
291,H,3339,2H,1,111208,ALA
721,H,5489,2H,1,220331,ALA
399,H,3884,2H,1,139276,ALA
900,H,6374,2H,1,269357,ALA
743,H,5597,2H,1,223601,ALA
690,H,5328,2H,1,213259,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
925,H,6493,2H,1,275276,ALA
291,H,3339,2H,1,111208,ALA
721,H,5489,2H,1,220331,ALA
722,H,5494,2H,1,220403,ALA
399,H,3884,2H,1,139276,ALA
720,H,5484,2H,1,220238,ALA
743,H,5597,2H,1,223601,ALA
690,H,5328,2H,1,213259,ALA
900,H,6374,2H,1,269357,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
925,H,6493,2H,1,275276,ALA
900,H,6374,2H,1,269357,ALA
291,H,3339,2H,1,111208,ALA
721,H,5489,2H,1,220331,ALA
722,H,5494,2H,1,220403,ALA
720,H,5484,2H,1,220238,ALA
743,H,5597,2H,1,223601,ALA
399,H,3884,2H,1,139276,ALA
690,H,5328,2H,1,213259,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
721,H,5489,2H,1,220331,ALA
720,H,5484,2H,1,220238,ALA
722,H,5494,2H,1,220403,ALA
291,H,3339,2H,1,111208,ALA
399,H,3884,2H,1,139276,ALA
900,H,6374,2H,1,269357,ALA
690,H,5328,2H,1,213259,ALA
743,H,5597,2H,1,223601,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
291,H,3339,2H,1,111208,ALA
720,H,5484,2H,1,220238,ALA
721,H,5489,2H,1,220331,ALA
722,H,5494,2H,1,220403,ALA
743,H,5597,2H,1,223601,ALA
399,H,3884,2H,1,139276,ALA
690,H,5328,2H,1,213259,ALA
900,H,6374,2H,1,269357,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
291,H,3339,2H,1,111208,ALA
720,H,5484,2H,1,220238,ALA
721,H,5489,2H,1,220331,ALA
722,H,5494,2H,1,220403,ALA
399,H,3884,2H,1,139276,ALA
743,H,5597,2H,1,223601,ALA
780,H,5778,2H,1,231911,ALA
690,H,5328,2H,1,213259,ALA
900,H,6374,2H,1,269357,ALA
304,H,3408,2H,1,113944,ALA
291,H,3339,2H,1,111208,ALA
721,H,5489,2H,1,220331,ALA
720,H,5484,2H,1,220238,ALA
722,H,5494,2H,1,220403,ALA
399,H,3884,2H,1,139276,ALA
743,H,5597,2H,1,223601,ALA
690,H,5328,2H,1,213259,ALA
900,H,6374,2H,1,269357,ALA
780,H,5778,2H,1,231911,ALA
304,H,3408,2H,1,113944,ALA
369,H,3736,2H,1,130501,ALA
367,H,3724,2H,1,130243,ALA
368,H,3730,2H,1,130372,ALA
369,H,3736,2H,1,130501,ALA
369,H,3736,2H,1,130501,ALA
773,H,5742,HB2,1,230014,ALA
925,H,6493,HB2,1,275276,ALA
721,H,5489,HB2,1,220331,ALA
291,H,3339,HB2,1,111208,ALA
900,H,6374,HB2,1,269357,ALA
720,H,5484,HB2,1,220238,ALA
722,H,5494,HB2,1,220403,ALA
399,H,3884,HB2,1,139276,ALA
884,H,6295,HB2,2,264586,ALA
743,H,5597,HB2,1,223601,ALA
690,H,5328,HB2,1,213259,ALA
780,H,5778,HB2,1,231911,ALA
304,H,3408,HB2,1,113944,ALA
726,H,5515,HB2,1,220763,ALA
290,H,3334,HB2,1,111019,ALA
720,H,5484,HB2,1,220238,ALA
722,H,5494,HB2,1,220403,ALA
399,H,3884,HB2,1,139276,ALA
743,H,5597,HB2,1,223601,ALA
721,H,5489,HB2,1,220331,ALA
291,H,3339,HB2,1,111208,ALA
900,H,6374,HB2,1,269357,ALA
780,H,5778,HB2,1,231911,ALA
884,H,6295,HB2,2,264586,ALA
690,H,5328,HB2,1,213259,ALA
304,H,3408,HB2,1,113944,ALA
726,H,5515,HB2,1,220763,ALA
720,H,5484,HB2,1,220238,ALA
291,H,3339,HB2,1,111208,ALA
722,H,5494,HB2,1,220403,ALA
721,H,5489,HB2,1,220331,ALA
399,H,3884,HB2,1,139276,ALA
743,H,5597,HB2,1,223601,ALA
900,H,6374,HB2,1,269357,ALA
884,H,6295,HB2,2,264586,ALA
690,H,5328,HB2,1,213259,ALA
780,H,5778,HB2,1,231911,ALA
304,H,3408,HB2,1,113944,ALA
726,H,5515,HB2,1,220763,ALA
900,H,6374,HB2,1,269357,ALA
720,H,5484,HB2,1,220238,ALA
721,H,5489,HB2,1,220331,ALA
722,H,5494,HB2,1,220403,ALA
291,H,3339,HB2,1,111208,ALA
743,H,5597,HB2,1,223601,ALA
399,H,3884,HB2,1,139276,ALA
884,H,6295,HB2,2,264586,ALA
690,H,5328,HB2,1,213259,ALA
780,H,5778,HB2,1,231911,ALA
304,H,3408,HB2,1,113944,ALA
726,H,5515,HB2,1,220763,ALA
291,H,3339,HB2,1,111208,ALA
721,H,5489,HB2,1,220331,ALA
743,H,5597,HB2,1,223601,ALA
720,H,5484,HB2,1,220238,ALA
722,H,5494,HB2,1,220403,ALA
900,H,6374,HB2,1,269357,ALA
884,H,6295,HB2,2,264586,ALA
399,H,3884,HB2,1,139276,ALA
690,H,5328,HB2,1,213259,ALA
780,H,5778,HB2,1,231911,ALA
304,H,3408,HB2,1,113944,ALA
726,H,5515,HB2,1,220763,ALA
884,H,6295,HB2,2,264586,ALA
720,H,5484,HB2,1,220238,ALA
721,H,5489,HB2,1,220331,ALA
291,H,3339,HB2,1,111208,ALA
722,H,5494,HB2,1,220403,ALA
743,H,5597,HB2,1,223601,ALA
900,H,6374,HB2,1,269357,ALA
399,H,3884,HB2,1,139276,ALA
690,H,5328,HB2,1,213259,ALA
780,H,5778,HB2,1,231911,ALA
304,H,3408,HB2,1,113944,ALA
726,H,5515,HB2,1,220763,ALA
780,H,5778,HB2,1,231911,ALA
720,H,5484,HB2,1,220238,ALA
721,H,5489,HB2,1,220331,ALA
722,H,5494,HB2,1,220403,ALA
743,H,5597,HB2,1,223601,ALA
